LAMMPS data file via write_data, version 2 Apr 2025, timestep = 1000, units = real

592 atoms
3 atom types
444 bonds
2 bond types
444 angles
2 angle types

-50 50 xlo xhi
-50 50 ylo yhi
-50 50 zlo zhi

Masses

1 15.999
2 1e-05
3 1.008

Pair Coeffs # lj/cut/coul/long

1 0.155062 3.154
2 0 0
3 0 0

Bond Coeffs # harmonic

1 0 0.15
2 0 0.9572

Angle Coeffs # harmonic

1 0 52.26
2 0 104.52

Atoms # full

953740 75 3 0.5564 -41.752757442242604 -41.51869058630951 -47.01644952283486 0 0 0
953739 75 3 0.5564 -43.100809476898846 -41.766959318288855 -47.65911082566438 0 0 0
953738 75 2 -1.1128 -42.40062536143083 -42.06431561560093 -47.229822592138355 0 0 0
953737 75 1 0 -42.391623521055315 -42.20936299498909 -47.19267124212847 0 0 0
953084 29 3 0.5564 39.409904056997384 -40.12725708884694 -42.82019944425687 0 0 0
953083 29 3 0.5564 40.51626385116901 -41.08599116398905 -43.205805694953 0 0 0
953082 29 2 -1.1128 40.24221384669269 -40.385676139239784 -42.76148327631342 0 0 0
953081 29 1 0 40.33827066338151 -40.30964135272766 -42.67492810655018 0 0 0
952359 11 3 0.5564 -37.61561016366201 -34.621801962567424 -40.19189733966641 0 0 0
953772 79 3 0.5564 26.41532464511756 -37.1206622236768 -43.03010301962115 0 0 0
953771 79 3 0.5564 27.327533671487263 -37.44157941180035 -44.19491289773453 0 0 0
953770 79 2 -1.1128 27.217082597761262 -37.164463226092195 -43.37395362317818 0 0 0
953769 79 1 0 27.336032113700377 -37.12431783619954 -43.29186002700106 0 0 0
953432 47 3 0.5564 36.799960597815925 -25.84270630624863 -45.58353412834963 0 0 0
953431 47 3 0.5564 37.15593939807562 -26.350386051523746 -46.964633535190806 0 0 0
953430 47 2 -1.1128 36.61833794372405 -26.34285495909723 -46.27623328135973 0 0 0
953429 47 1 0 36.49458484922944 -26.42761711317951 -46.27697290519319 0 0 0
952755 21 3 0.5564 22.93686039353588 -10.837446947082215 -49.371001373579396 0 0 1
952756 21 3 0.5564 24.22604882429945 -11.334935585216796 -49.989381068011824 0 0 1
954072 124 3 0.5564 8.930089505308565 20.74321255856466 -41.71198256528463 0 0 0
954071 124 3 0.5564 9.209911348830131 21.26197394214783 -43.106429252815225 0 0 0
954070 124 2 -1.1128 9.49275220947688 21.040829517310613 -42.31014843459794 0 0 0
954069 124 1 0 9.638233553070126 21.053987791933523 -42.27605977548193 0 0 0
954035 120 3 0.5564 -5.555866785164658 44.85739567855975 -49.17255886598508 0 0 0
954034 120 2 -1.1128 -5.35684147517239 45.328889572934415 -49.88040728485641 0 0 0
954033 120 1 0 -5.221778159771872 45.39309870033601 -49.89202997802202 0 0 0
953900 98 3 0.5564 49.93021117661508 43.71932750146902 -42.647042906639726 0 0 0
953899 98 3 0.5564 49.25497910841621 42.36436326294417 -42.65240648460976 0 0 0
953898 98 2 -1.1128 49.39025060566424 43.144155012060736 -43.02199192884525 0 0 0
953897 98 1 0 49.32061784880198 43.1793628368556 -43.15010003339002 0 0 0
952357 11 1 0 -37.57621436853291 -34.53743477225423 -39.239236976925554 0 0 0
952358 11 2 -1.1128 -37.69751596294631 -34.56038668751452 -39.32443751086595 0 0 0
952360 11 3 0.5564 -38.48439837777925 -34.632362187428825 -38.95214304052652 0 0 0
953640 62 3 0.5564 11.232028929767731 -35.16604109777214 -32.77720005394152 0 0 0
953639 62 3 0.5564 12.661616051907243 -34.67605145540612 -32.86712231014583 0 0 0
953638 62 2 -1.1128 11.885770201993914 -34.67752859740191 -32.465839385300356 0 0 0
953637 62 1 0 11.864760248832388 -34.593726942399385 -32.34321857673972 0 0 0
954000 114 3 0.5564 -9.37944275081919 -27.69433769115895 -30.247895090449937 0 0 0
953999 114 3 0.5564 -8.128777509101248 -28.18918039499972 -30.94277806850318 0 0 0
953998 114 2 -1.1128 -8.509742559978637 -27.698179632748452 -30.328977749158675 0 0 0
953997 114 1 0 -8.425648507416735 -27.61435670701276 -30.237315839676597 0 0 0
953499 53 3 0.5564 38.10471343890388 -0.13467340116969717 -30.22461100163985 0 0 0
953756 77 3 0.5564 -42.17082622333744 7.2709030829408 -32.87229437270618 0 0 0
953755 77 3 0.5564 -42.4435897363263 5.962768632455761 -33.58382759540922 0 0 0
953754 77 2 -1.1128 -42.73267806322591 6.659587410064869 -33.14355667771139 0 0 0
953753 77 1 0 -42.87909485703346 6.6742994845266175 -33.1144761763191 0 0 0
953967 108 3 0.5564 -8.852412044167679 9.08576588501747 -30.761497060067455 0 0 0
953028 25 3 0.5564 6.522767867657229 0.832118559936148 -30.12988111561879 0 0 0
953104 30 3 0.5564 5.468874860739903 4.648566595604496 -33.45974222587872 0 0 0
953103 30 3 0.5564 6.8405078146058775 4.096486837040056 -33.13458659909931 0 0 0
953102 30 2 -1.1128 5.993297118648104 3.967678263328155 -33.303729552076376 0 0 0
953101 30 1 0 5.937756554383482 3.8283579850939513 -33.30598875525165 0 0 0
953621 59 1 0 36.15245341796114 2.3991797434041144 -30.83453483045823 0 0 0
953622 59 2 -1.1128 36.137222738092646 2.3918407630283647 -30.98357899828396 0 0 0
953623 59 3 0.5564 36.83728269572103 2.25205978089097 -31.48691217154676 0 0 0
953624 59 3 0.5564 35.34864545763142 2.4889697263541763 -31.346455585059932 0 0 0
953500 53 3 0.5564 39.1635350463785 0.8532674959678679 -30.665932640449764 0 0 0
953498 53 2 -1.1128 38.40368372999079 0.445547490814995 -30.805065506403704 0 0 0
