LAMMPS data file via write_data, version 22 Jul 2025, timestep = 5000, units = real

2238 atoms
14 atom types
2521 bonds
12 bond types
4643 angles
16 angle types
7311 dihedrals
15 dihedral types
2112 impropers
7 improper types

0 34.02400207519531 xlo xhi
0 34.02400207519531 ylo yhi
0 34.02400207519531 zlo zhi

Masses

1 12.011
2 12.011
3 12.011
4 1.008
5 1.008
6 14.007
7 65.38
8 1.008
9 1.008
10 12.011
11 15.9994
12 15.999
13 1.00784
14 0.0001

Atoms # full

1580 1 3 -0.602556521739 7.307148314677274 1.890744255507957 1.6883569635199633 0 0 0
1581 1 5 0.157043478261 6.644735774808593 2.7540964016260268 1.653794808903919 0 0 0
1582 1 5 0.157043478261 6.8960768486959 1.1393469841776345 2.3732983090480384 0 0 0
1583 1 5 0.157043478261 7.4062518868089935 1.5110787995093544 0.6853048292709638 0 0 0
1598 1 2 -0.192556521739 6.44259651507145 1.679457666551002 5.112077880865701 0 0 0
1610 1 4 0.158343478261 6.646357262400201 2.380433718628069 4.281058290068106 0 0 0
1646 1 6 -0.300956521739 7.202353682742958 0.5988625085330544 5.3781353778005725 0 0 0
1876 1 2 -0.192556521739 6.493135136764002 5.578403920113845 1.7584840305073552 0 0 0
1888 1 4 0.158343478261 6.717108416687107 4.824247411623426 2.4804162796797486 0 0 0
1924 1 6 -0.300956521739 7.201932997634467 5.630798201729441 0.5989339003623054 0 0 0
1026 1 3 -0.602556521739 1.790956820471192 7.122880704697672 1.4069390302126918 0 0 0
1027 1 5 0.157043478261 1.3860190881675658 6.4714256181418595 2.163877240522672 0 0 0
1028 1 5 0.157043478261 2.587340996634269 6.5947832526512595 0.8728383942785761 0 0 0
1029 1 5 0.157043478261 1.0260798672042957 7.2682031841743715 0.685280665011071 0 0 0
1048 1 2 -0.192556521739 1.8279998705811997 6.351740256016696 5.068443953561819 0 0 0
1060 1 4 0.158343478261 2.503669282525727 6.648544706595008 4.275608208140558 0 0 0
1096 1 6 -0.300956521739 0.6818991781343181 7.009329835938922 5.2104637206987565 0 0 0
1874 1 2 -0.192556521739 5.548703857089103 6.524994511383634 1.719879772260801 0 0 0
1886 1 4 0.158343478261 4.817386078513235 6.895456805631003 2.4054600018428376 0 0 0
1922 1 6 -0.300956521739 5.650094240105493 7.149654179710824 0.5109228495890878 0 0 0
946 1 7 0.736043478261 0.12056635154412246 4.301817723127488 8.285558087653849 0 0 0
948 1 1 0.433743478261 2.193582819375589 2.072774709792711 8.222817160494763 0 0 0
953 1 3 -0.602556521739 1.6977668953330005 1.599066343632255 6.899732790672243 0 0 0
954 1 5 0.157043478261 2.280280503522222 0.8166355780372836 6.482200432132036 0 0 0
955 1 5 0.157043478261 1.596088225339036 2.4155192130190244 6.180597962224483 0 0 0
956 1 5 0.157043478261 0.6954755072719243 1.177079222917213 7.0110324574514875 0 0 0
1046 1 2 -0.192556521739 1.8396085927395542 5.388007957258163 6.0495601976047535 0 0 0
1058 1 4 0.158343478261 2.563385950744856 4.63763064833491 6.331335546166893 0 0 0
1094 1 6 -0.300956521739 0.6843122576966993 5.498877727563605 6.717912454449497 0 0 0
1600 1 2 -0.192556521739 5.411128953483085 1.6619392508118844 6.037929590794841 0 0 0
1612 1 4 0.158343478261 4.526196229918118 2.292879306997182 6.1525243256342 0 0 0
1648 1 6 -0.300956521739 5.6273574101516814 0.6262346576927881 6.8468354236133 0 0 0
1040 1 1 0.433743478261 33.98542169904988 6.4722732676602845 6.174350331217935 -1 0 0
1021 1 1 0.433743478261 2.1975012853768603 8.468144125535808 1.9154836214304198 0 0 0
947 1 7 0.736043478261 4.409141759235255 0.027858557550505446 8.382522010313606 0 0 0
2213 2 9 0.04 4.628342976331759 33.06343213197477 3.466993805571187 0 0 0
1575 1 1 0.433743478261 8.656177681766714 2.2471686429977864 2.137731821861254 0 0 0
1576 1 2 -0.192556521739 10.559039503036358 3.19354686720853 2.155818421503347 0 0 0
1577 1 2 -0.192556521739 10.581639509113831 2.2212901153408793 3.0863605952856297 0 0 0
1578 1 4 0.158343478261 11.246884460992007 3.917405419730516 1.7948947855495028 0 0 0
1579 1 4 0.158343478261 11.285693089018324 1.8811480793244988 3.8068414666451433 0 0 0
1584 1 6 -0.300956521739 9.373014357797173 3.202313035011153 1.553205810750463 0 0 0
1585 1 6 -0.300956521739 9.375693730068887 1.6247605609840297 3.0627738905297837 0 0 0
1897 1 3 -0.602556521739 10.572448191558458 6.891471294589751 1.450013153110784 0 0 0
1904 1 5 0.157043478261 11.14008262584807 7.778585847104162 1.8671700314474657 0 0 0
1905 1 5 0.157043478261 10.657151087323161 6.024979915757888 2.2010630704152554 0 0 0
1916 1 5 0.157043478261 9.531639126296353 7.269918191701001 1.6735608458777058 0 0 0
1877 1 2 -0.192556521739 14.970572114020527 6.909559559258314 3.033095936618765 0 0 0
1884 1 2 -0.192556521739 13.986135877483685 6.919671358566304 2.086001000983888 0 0 0
1889 1 4 0.158343478261 15.230681447282144 6.216068376198051 3.809873611324509 0 0 0
1896 1 4 0.158343478261 13.202643385904581 6.230035286867716 1.8288053000443836 0 0 0
1925 1 6 -0.300956521739 15.67077258047484 8.040500069740775 2.886773912431785 0 0 0
1932 1 6 -0.300956521739 14.142804468012587 8.044967471271402 1.395808426566855 0 0 0
1592 1 1 0.433743478261 10.813796814994122 0.10123269286970554 6.324590589223432 0 0 0
1622 1 3 -0.602556521739 10.282891294248726 1.4292930210719894 6.83954540035447 0 0 0
1627 1 5 0.157043478261 9.73910734315256 1.9499751377272505 6.097383720858837 0 0 0
